EnsemblGene	HGNC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000110200	ANAPC15	272.6041795	0.944475982	0.386580006	2.447841363	0.014371492	0.583987386
ENSG00000127922	SHFM1	648.8972605	0.944049455	0.34130202	2.757414773	0.00582604	0.36527915
ENSG00000166851	PLK1	61.13603713	0.943978386	0.522931627	1.559389429	0.118904237	0.99982942
ENSG00000105497	ZNF175	56.70692371	0.941410866	0.53880891	1.69209471	0.090627917	0.99982942
ENSG00000151445	VIPAS39	256.6230473	0.94131632	0.41957276	2.247342838	0.024618125	0.724801393
ENSG00000115159	GPD2	269.1889787	0.939662023	0.505326225	1.894512753	0.058156983	0.99982942
ENSG00000255152	MSH5-SAPCD1	35.05034278	0.939475979	0.526664055	2.168296056	0.030136168	0.791098644
ENSG00000163435	ELF3	180.3932094	0.93841531	0.538082723	1.402872794	0.160654775	0.99982942
ENSG00000088832	FKBP1A	377.7852399	0.93738847	0.358412437	2.607916773	0.00910951	0.466905685
ENSG00000113621	TXNDC15	283.1091157	0.936543773	0.415497453	2.254647579	0.024155458	0.724801393
ENSG00000211814	TRAV35	54.40004662	0.934989735	0.472574231	1.497850549	0.134172084	0.99982942
ENSG00000175063	UBE2C	119.8428327	0.932129209	0.539172632	1.545672778	0.122183615	0.99982942
ENSG00000260238	PMF1-BGLAP	32.50772602	0.929685835	0.533644692	1.720368606	0.08536546	0.99982942
ENSG00000160326	SLC2A6	165.2836471	0.928884597	0.538399035	1.66408661	0.096095123	0.99982942
ENSG00000160214	RRP1	334.4121547	0.928064892	0.434828504	2.133924141	0.032848991	0.833005304
ENSG00000183309	ZNF623	131.2722061	0.92701459	0.511588878	1.809691186	0.07034369	0.99982942
ENSG00000123154	WDR83	117.2428423	0.925505359	0.443403383	2.07918389	0.037600452	0.881862698
ENSG00000167747	C19orf48	343.98342	0.925195745	0.332695066	2.774898395	0.005521896	0.352773236
ENSG00000092621	PHGDH	164.9010954	0.924164664	0.505781857	1.618565682	0.105540744	0.99982942
ENSG00000137038	TMEM261	164.7692079	0.923076417	0.484275037	1.883921459	0.0595756	0.99982942
ENSG00000118513	MYB	70.73168176	0.922177649	0.530117621	1.999514349	0.045552731	0.935825408
ENSG00000105355	PLIN3	327.9847619	0.920508679	0.529938058	1.709113224	0.087429978	0.99982942
ENSG00000123080	CDKN2C	157.3218603	0.92022538	0.464753292	1.966972648	0.049186364	0.95517115
ENSG00000035664	DAPK2	596.612766	0.919871211	0.333374745	2.738770879	0.006166933	0.379590242
ENSG00000131747	TOP2A	334.9454811	0.919830074	0.507722996	1.577737284	0.114625977	0.99982942
ENSG00000143614	GATAD2B	128.97677	0.919264008	0.494749128	1.843948616	0.065190629	0.99982942
ENSG00000196656	AC004057.1	779.2145186	0.918691571	0.373076207	2.452253764	0.014196451	0.583987386
ENSG00000244187	TMEM141	88.3017625	0.917989163	0.518948071	1.729956798	0.083637994	0.99982942
ENSG00000177685	CRACR2B	136.2916456	0.915891408	0.528119839	1.829175017	0.067373394	0.99982942
ENSG00000237372	UNQ6494	24.1991468	0.915023376	0.450302719	1.539793925	0.123610593	0.99982942
ENSG00000135541	AHI1	769.7968963	0.913567664	0.446024257	2.022601229	0.043114277	0.910939383
ENSG00000138119	MYOF	40.53874089	0.911810501	0.47033557	1.761172487	0.078209213	0.99982942
ENSG00000148516	ZEB1	607.2824743	0.908709437	0.442786191	2.054626739	0.039915071	0.893304578
ENSG00000237649	KIFC1	161.1754212	0.904075743	0.52871218	1.716461554	0.086077599	0.99982942
ENSG00000270505	IGHV1OR15-1	76.70810099	0.903454456	0.53801838	1.628815748	0.10335203	0.99982942
ENSG00000281179	RP11-294C11.4	76.70810099	0.903454456	0.53801838	1.628815748	0.10335203	0.99982942
ENSG00000148444	COMMD3	382.7133405	0.902562961	0.423981084	2.117121033	0.034249577	0.847127152
ENSG00000136560	TANK	2976.306546	0.902465504	0.31999244	2.81203438	0.004922924	0.326901562
ENSG00000173114	LRRN3	453.7316696	0.901957798	0.539084537	1.654607782	0.098004084	0.99982942
ENSG00000211721	TRBV6-5	517.5258192	0.900827621	0.47419334	1.36353404	0.172714264	0.99982942
ENSG00000164885	CDK5	112.4123106	0.899074006	0.469727851	1.89740964	0.057773894	0.99982942
ENSG00000115009	CCL20	254.4617331	0.898600302	0.537883161	1.666522795	0.095609332	0.99982942
ENSG00000069020	MAST4	388.1721575	0.898250226	0.535241131	1.632007576	0.10267789	0.99982942
ENSG00000157593	SLC35B2	350.7512871	0.89649927	0.420893976	2.134208272	0.032825736	0.833005304
ENSG00000157184	CPT2	204.697914	0.895568379	0.464749237	1.932960519	0.053241062	0.983136315
ENSG00000120802	TMPO	740.2035917	0.893925371	0.369062307	2.420850829	0.01548423	0.595753232
ENSG00000075218	GTSE1	43.13784304	0.891412805	0.507927906	1.501102584	0.133329031	0.99982942
ENSG00000116691	MIIP	506.1923053	0.890920693	0.332612873	2.676591207	0.007437532	0.414288969
ENSG00000100014	SPECC1L	243.7748332	0.890522285	0.366004711	2.43314831	0.014968168	0.589642227
ENSG00000275835	TUBGCP5	255.4479064	0.890446247	0.442065129	2.014921847	0.043912839	0.918164171
ENSG00000213071	LPAL2	92.40291837	0.889873133	0.530216434	1.604553449	0.108592113	0.99982942
ENSG00000184428	TOP1MT	99.04426416	0.88842055	0.509040615	1.809811654	0.070325	0.99982942
ENSG00000013619	MAMLD1	126.8651075	0.887234293	0.527645307	1.799966883	0.071865868	0.99982942
ENSG00000011478	QPCTL	69.60899796	0.886922232	0.529397047	1.650107471	0.098920957	0.99982942
ENSG00000106789	CORO2A	305.8167184	0.886687372	0.395992548	2.229382	0.025788499	0.741566912
ENSG00000160957	RECQL4	98.93129465	0.886448777	0.535576157	1.593881034	0.110962683	0.99982942
ENSG00000163344	PMVK	301.4535579	0.885770991	0.41629223	2.117224596	0.034240791	0.847127152
ENSG00000196465	MYL6B	47.65390207	0.88569855	0.507050798	1.326901364	0.184541313	0.99982942
ENSG00000109107	ALDOC	511.9795458	0.885228562	0.387956937	2.265149636	0.023503499	0.72170196
ENSG00000175768	TOMM5	1056.574772	0.884590596	0.274246859	3.224147179	0.001263484	0.157106441
ENSG00000116771	AGMAT	43.66806599	0.883682002	0.533914237	1.462935148	0.143485125	0.99982942
ENSG00000151503	NCAPD3	390.014355	0.882931854	0.447952913	1.987007711	0.046921542	0.94403342
ENSG00000162594	IL23R	51.86358645	0.882840909	0.491385914	1.652628318	0.098406531	0.99982942
ENSG00000162676	GFI1	792.6266522	0.882265047	0.35875072	2.450743881	0.014256135	0.583987386
ENSG00000155189	AGPAT5	348.7141607	0.88141249	0.438847079	1.971286602	0.048691103	0.950114109
ENSG00000157483	MYO1E	170.5074339	0.880899934	0.539008111	1.462605446	0.143575372	0.99982942
ENSG00000250903	GMDS-AS1	58.53497203	0.878412676	0.537806176	1.637309765	0.101565762	0.99982942
ENSG00000033011	ALG1	325.1763435	0.877341872	0.389982885	2.246762758	0.024655193	0.724801393
ENSG00000171148	TADA3	672.4135214	0.876970021	0.34965221	2.505584142	0.012224931	0.53502266
ENSG00000156509	FBXO43	40.07686403	0.876280982	0.520953811	1.685714247	0.091850851	0.99982942
ENSG00000138180	CEP55	90.90121531	0.874581522	0.537562684	1.600832256	0.109414077	0.99982942
ENSG00000205426	KRT81	23.44949206	0.873138423	0.407153778	1.864324344	0.06227617	0.99982942
ENSG00000111640	GAPDH	24769.49879	0.872414277	0.320867731	2.711911552	0.006689644	0.390304551
ENSG00000140025	EFCAB11	71.34716535	0.871052119	0.506602824	1.731523194	0.083358492	0.99982942
ENSG00000010278	CD9	673.375439	0.870975662	0.490613861	1.812997086	0.069832271	0.99982942
ENSG00000158793	NIT1	164.9036919	0.870263535	0.493756614	1.76390951	0.077747216	0.99982942
ENSG00000198363	ASPH	231.475681	0.868840647	0.497236203	1.755804477	0.0791218	0.99982942
ENSG00000065328	MCM10	48.0299911	0.867697465	0.538831087	1.476758123	0.139740486	0.99982942
ENSG00000129235	TXNDC17	438.1560023	0.867327697	0.335694957	2.573951678	0.010054431	0.490226835
ENSG00000167799	NUDT8	45.11897339	0.867164449	0.525477861	1.689917198	0.091043797	0.99982942
ENSG00000130520	LSM4	622.3815976	0.866561484	0.400241451	2.16037175	0.030743903	0.800053681
ENSG00000166902	MRPL16	330.5232178	0.865575924	0.363634041	2.381227215	0.017255065	0.635514424
ENSG00000114346	ECT2	148.6067738	0.865076135	0.501428716	1.705243837	0.088148957	0.99982942
ENSG00000179115	FARSA	514.0684805	0.864476236	0.352351922	2.448846253	0.014331461	0.583987386
ENSG00000023171	GRAMD1B	151.0275425	0.864067643	0.538408947	1.780661565	0.074967756	0.99982942
ENSG00000169689	STRA13	407.2029577	0.863416646	0.381035747	2.26279695	0.023648209	0.72449513
ENSG00000168056	LTBP3	195.8823225	0.862369778	0.492611684	1.753467215	0.079521842	0.99982942
ENSG00000100379	KCTD17	143.066345	0.862316736	0.422821232	2.031427804	0.042211616	0.905778571
ENSG00000204054	LINC00963	691.6456178	0.860768483	0.394818123	2.174016297	0.029703911	0.790835333
ENSG00000180263	FGD6	49.98568966	0.860656007	0.535501657	1.591259185	0.111551258	0.99982942
ENSG00000198520	C1orf228	64.37063929	0.860459608	0.531275342	1.445124587	0.148422894	0.99982942
ENSG00000085999	RAD54L	43.48211408	0.859731719	0.492584946	1.393808489	0.163375444	0.99982942
ENSG00000120029	C10orf76	414.8275141	0.85964197	0.353546837	2.437368669	0.014794587	0.58829214
ENSG00000125841	NRSN2	26.04502755	0.856481526	0.473331551	1.612162061	0.106926679	0.99982942
ENSG00000111652	COPS7A	298.1380239	0.855037567	0.427426333	1.998333662	0.045680498	0.935825408
ENSG00000213066	FGFR1OP	258.8688186	0.854459669	0.35433088	2.41732875	0.015634889	0.597655627
ENSG00000108639	SYNGR2	1942.957396	0.853706534	0.315410919	2.704498244	0.006840763	0.392572037
ENSG00000262814	MRPL12	126.0102121	0.853215296	0.412858908	2.043619008	0.0409912	0.897459267
ENSG00000211810	TRAV29DV5	146.08357	0.852933677	0.534575173	1.474721884	0.14028733	0.99982942
ENSG00000250479	CHCHD10	24.26878546	0.852547985	0.538704701	1.517529659	0.129133011	0.99982942
ENSG00000175309	PHYKPL	1078.319906	0.852113092	0.283240568	3.006686172	0.002641123	0.22676646
ENSG00000110880	CORO1C	676.9875697	0.852011327	0.465737177	1.837460236	0.066141982	0.99982942
ENSG00000142207	URB1	111.907704	0.85197666	0.538342875	1.691340565	0.090771777	0.99982942
ENSG00000119632	IFI27L2	212.8769877	0.851674185	0.465995031	1.819452745	0.068842386	0.99982942
ENSG00000186185	KIF18B	61.24151614	0.851353192	0.539396412	1.516016221	0.129515251	0.99982942
ENSG00000111879	FAM184A	97.50166912	0.850936716	0.538616961	1.438846571	0.150193998	0.99982942
ENSG00000197785	ATAD3A	222.8914653	0.8507912	0.506932642	1.667096389	0.09549524	0.99982942
ENSG00000138376	BARD1	122.9020389	0.850700883	0.527846465	1.568160066	0.116843781	0.99982942
ENSG00000116260	QSOX1	280.98167	0.850188323	0.496615031	1.696087045	0.089869397	0.99982942
ENSG00000095397	DFNB31	395.1686753	0.850116574	0.431581335	1.962096124	0.049751294	0.958564813
ENSG00000171130	ATP6V0E2	863.7407047	0.849973613	0.377320978	2.251829019	0.024333079	0.724801393
ENSG00000211778	TRAV4	61.2730023	0.84989099	0.538971216	1.491578303	0.13580973	0.99982942
ENSG00000143390	RFX5	653.0750302	0.849138331	0.394504132	2.146505275	0.031832688	0.820467762
ENSG00000161513	FDXR	144.1423028	0.848337227	0.524890246	1.503192134	0.132789505	0.99982942
ENSG00000275074	NUDT18	135.4965168	0.847892635	0.431878614	1.961029281	0.049875607	0.958564813
ENSG00000164088	PPM1M	807.5374592	0.846866426	0.317387892	2.665683439	0.0076832	0.424465324
ENSG00000211745	TRBV4-2	129.5616072	0.846507246	0.507474249	1.36634108	0.171831933	0.99982942
ENSG00000178445	GLDC	40.70967335	0.846260493	0.527887149	1.34124661	0.179840398	0.99982942
ENSG00000119333	WDR34	152.4243838	0.8459011	0.495699271	1.694604527	0.090150468	0.99982942
ENSG00000148187	MRRF	208.9159968	0.845875481	0.364999001	2.316891634	0.020509636	0.680960315
ENSG00000011426	ANLN	68.69678869	0.84520165	0.53895519	1.458955136	0.144577456	0.99982942
ENSG00000158691	ZSCAN12	86.12399738	0.845190699	0.539024652	1.582468511	0.113542655	0.99982942
ENSG00000005884	ITGA3	138.8840509	0.844637664	0.534620129	1.502222524	0.13303965	0.99982942
ENSG00000111885	MAN1A1	1010.920089	0.843439073	0.405566428	2.074205718	0.038060209	0.883049265
ENSG00000160593	JAML	3714.314213	0.843029005	0.367895442	2.289063168	0.022075682	0.708524285
ENSG00000108821	COL1A1	356.9755609	0.842983839	0.423599596	1.364224975	0.17249677	0.99982942
ENSG00000213742	ZNF337-AS1	45.73737851	0.842941332	0.516953057	1.599709247	0.109663099	0.99982942
ENSG00000152894	PTPRK	79.31744198	0.842184488	0.511278811	1.575031705	0.115249127	0.99982942
ENSG00000211813	TRAV34	27.79179734	0.841906809	0.42833531	2.028916756	0.04246677	0.905778571
ENSG00000173818	ENDOV	104.3873406	0.84190335	0.483409725	1.726553288	0.084247921	0.99982942
ENSG00000100526	CDKN3	153.6668601	0.841784912	0.535763946	1.41529535	0.156981918	0.99982942
ENSG00000091947	TMEM101	159.2592578	0.840633206	0.483978373	1.71338851	0.086641089	0.99982942
ENSG00000042286	AIFM2	95.60123906	0.840381106	0.51956421	1.526194513	0.126961429	0.99982942
ENSG00000006062	MAP3K14	423.5481999	0.840069752	0.508099673	1.600094785	0.109577558	0.99982942
ENSG00000135472	FAIM2	30.23282473	0.838315163	0.456829986	1.364837131	0.172304246	0.99982942
ENSG00000189350	FAM179A	245.6969053	0.838110125	0.427186567	1.943970017	0.051899067	0.969328664
ENSG00000135069	PSAT1	139.8234115	0.837344755	0.510576578	1.64045886	0.100909796	0.99982942
ENSG00000131115	ZNF227	288.2097221	0.836624863	0.408240654	2.057385729	0.039649137	0.890783939
ENSG00000069122	ADGRF5	41.46436538	0.836575009	0.46985462	1.201371141	0.229607266	0.99982942
ENSG00000166452	AKIP1	146.6937669	0.836256638	0.510611174	1.623476268	0.104487632	0.99982942
ENSG00000176834	VSIG10	28.22012321	0.835702062	0.534079865	1.35709097	0.174752307	0.99982942
ENSG00000167862	ICT1	102.7932295	0.835044187	0.471141789	1.760963289	0.078244617	0.99982942
ENSG00000156928	MALSU1	187.2789329	0.834205363	0.438573642	1.89155465	0.058550343	0.99982942
ENSG00000143429	AC027612.6	32.53841681	0.833758541	0.535716672	1.400248586	0.161438891	0.99982942
ENSG00000244165	P2RY11	51.17939531	0.833522558	0.539401035	1.431328699	0.152336033	0.99982942
ENSG00000180257	ZNF816	170.0809749	0.832482608	0.500991071	1.664966262	0.095919487	0.99982942
ENSG00000013523	ANGEL1	295.377696	0.83097694	0.427436087	1.940649242	0.052300837	0.972434873
ENSG00000163600	ICOS	3624.554872	0.830526934	0.287028212	2.888806877	0.003867065	0.282926417
ENSG00000259781	RP11-673C5.1	221.4518526	0.830261874	0.392774272	2.105111633	0.035281592	0.859884442
ENSG00000053371	AKR7A2	566.5484768	0.829969542	0.4127561	1.998414348	0.045671757	0.935825408
ENSG00000177602	GSG2	58.37415867	0.829232557	0.527355364	1.441872182	0.149338435	0.99982942
ENSG00000104549	SQLE	393.7948541	0.829149438	0.45801225	1.814627551	0.069581166	0.99982942
ENSG00000135074	ADAM19	189.0561105	0.82883443	0.475937911	1.741534774	0.081589883	0.99982942
ENSG00000132481	TRIM47	63.39075701	0.82639851	0.533174313	1.593878563	0.110963237	0.99982942
ENSG00000137207	YIPF3	934.3756868	0.825982037	0.349345532	2.358946118	0.018326917	0.644679142
ENSG00000161277	THAP8	64.31636544	0.824776949	0.538512944	1.517363908	0.129174831	0.99982942
ENSG00000215305	VPS16	653.3939763	0.824624721	0.32376986	2.5459882	0.010896887	0.508568521
ENSG00000167555	ZNF528	138.4099956	0.824129268	0.501650747	1.636890297	0.101653394	0.99982942
ENSG00000132313	MRPL35	206.0188122	0.823095705	0.424805702	1.933101703	0.05322367	0.983136315
ENSG00000175203	DCTN2	920.0595161	0.822347297	0.385315108	2.126843946	0.033433052	0.837243162
ENSG00000130304	SLC27A1	184.001966	0.821878574	0.496315086	1.61295407	0.106754487	0.99982942
ENSG00000156990	RPUSD3	300.3220257	0.821333912	0.426400083	1.923822942	0.054376781	0.987576899
ENSG00000116670	MAD2L2	637.2826469	0.821298339	0.38207906	2.146532481	0.03183052	0.820467762
ENSG00000171320	ESCO2	56.14341778	0.819122255	0.539409142	1.388974633	0.164840464	0.99982942
ENSG00000156234	CXCL13	6506.062043	0.818602755	0.470885661	1.527589363	0.126614525	0.99982942
ENSG00000100365	NCF4	262.3142239	0.818109801	0.53737171	1.542177324	0.123030509	0.99982942
ENSG00000042753	AP2S1	156.3876719	0.817915256	0.49635405	1.63151442	0.10278182	0.99982942
ENSG00000241657	TRBV11-2	136.0683154	0.8177912	0.534065653	1.477438159	0.139558224	0.99982942
ENSG00000156374	PCGF6	123.0115714	0.817014521	0.509295633	1.635243186	0.101998078	0.99982942
ENSG00000137745	MMP13	23.39164242	0.816885179	0.37479701	1.748172117	NA	NA
ENSG00000156853	ZNF689	325.5895322	0.816155724	0.445947172	1.828965827	0.067404728	0.99982942
ENSG00000151689	INPP1	197.2181207	0.81572683	0.491142542	1.643567848	0.1002655	0.99982942
ENSG00000178860	MSC	285.2650998	0.815420421	0.520789333	1.5128562	0.13031619	0.99982942
ENSG00000275964	RP11-61K9.3	33.82223239	0.815296329	0.537137693	1.621550646	0.104899598	0.99982942
ENSG00000121064	SCPEP1	370.6070231	0.814298077	0.473397455	1.747122436	0.080616102	0.99982942
ENSG00000112115	IL17A	277.0694802	0.814287447	0.401290255	2.044448414	0.040909269	0.897459267
ENSG00000167880	EVPL	35.67541564	0.813966553	0.386872899	1.634622836	0.102128138	0.99982942
ENSG00000228253	MT-ATP8	279.537013	0.81368364	0.488979637	1.64723484	0.099509785	0.99982942
ENSG00000172071	EIF2AK3	646.3957734	0.812980952	0.48757085	1.668547697	0.095207052	0.99982942
ENSG00000211451	GNRHR2	224.9202697	0.81236319	0.537349584	1.399241911	0.161740452	0.99982942
ENSG00000171314	PGAM1	3818.645357	0.812180193	0.34368628	2.359858845	0.01828189	0.644679142
ENSG00000152454	ZNF256	80.87150518	0.808620091	0.466645245	1.73761675	0.082278366	0.99982942
ENSG00000145386	CCNA2	115.6718233	0.808422745	0.527033632	1.336402285	0.18141782	0.99982942
ENSG00000263072	ZNF213-AS1	77.80731331	0.807128344	0.536095937	1.55862174	0.119085934	0.99982942
ENSG00000173207	CKS1B	256.4403572	0.806924059	0.447798534	1.784568124	0.074331396	0.99982942
ENSG00000155324	GRAMD3	245.0916783	0.806758824	0.53634704	1.493274566	0.13536533	0.99982942
ENSG00000117586	TNFSF4	553.7171188	0.80674491	0.526385176	1.401688045	0.161008422	0.99982942
ENSG00000143498	TAF1A	62.7413027	0.805619144	0.539265613	1.46457042	0.143038157	0.99982942
ENSG00000104341	LAPTM4B	134.6606326	0.804849758	0.538304846	1.322913972	0.185863988	0.99982942
ENSG00000266173	STRADA	312.4714287	0.803994188	0.385892543	2.085655319	0.037009857	0.876788868
ENSG00000167685	ZNF444	125.8696162	0.803967207	0.477532653	1.675262916	0.093882658	0.99982942
ENSG00000172005	MAL	31.36816927	0.80368594	0.512778377	1.310482719	0.190032587	0.99982942
ENSG00000184613	NELL2	1493.713717	0.803149099	0.38399041	2.0723259	0.038235059	0.884970093
ENSG00000211669	IGLV3-10	33.13750184	0.802988341	0.361267916	2.134030544	NA	NA
ENSG00000167114	SLC27A4	105.088133	0.802056321	0.515029367	1.557453482	0.119362857	0.99982942
ENSG00000211799	TRAV19	164.8251533	0.801192099	0.524888953	1.395920164	0.162738538	0.99982942
ENSG00000196284	SUPT3H	141.1543068	0.800962749	0.480430124	1.662700967	0.096372309	0.99982942
ENSG00000182628	SKA2	169.7112271	0.800886409	0.429652729	1.862092338	0.062590076	0.99982942
ENSG00000198355	PIM3	2515.443747	0.800580786	0.404501019	1.971174491	0.048703921	0.950114109
ENSG00000167881	SRP68	825.1896493	0.799512403	0.321118865	2.486191385	0.012911851	0.550273601
ENSG00000139211	AMIGO2	456.4597034	0.798965022	0.394962778	2.023075225	0.043065392	0.910939383
ENSG00000213853	EMP2	75.86551816	0.798097531	0.535437036	1.364748358	0.172332155	0.99982942
ENSG00000276168	RN7SL1	290.1583529	0.797818965	0.483481946	1.602679564	0.109005418	0.99982942
ENSG00000143891	GALM	1183.064603	0.797754788	0.312699116	2.544761315	0.010935246	0.508568521
ENSG00000173614	NMNAT1	111.31606	0.79762375	0.490659278	1.633136392	0.102440314	0.99982942
